fips,year,Total Amount
47087,2006,0
47087,2007,0
47087,2008,0
47087,2009,0
47087,2010,0
47087,2011,0
47087,2012,0
47087,2013,1
47087,2014,0
47087,2015,0
47087,2016,0
47087,2017,0
47087,2018,0
47087,2019,0
47087,2020,0
47087,2021,0
47089,2000,0
47089,2001,0
47089,2002,2
47089,2003,1
47089,2004,0
47089,2005,0
47089,2006,0
47089,2007,0
47089,2008,1
47089,2009,1
47089,2010,0
47089,2011,0
47089,2012,1
47089,2013,2
47089,2014,0
47089,2015,0
47089,2016,0
47089,2017,2
47089,2018,0
47089,2019,0
47089,2020,0
47089,2021,0
47091,2000,0
47091,2001,0
47091,2002,0
47091,2003,4
47091,2004,0
47091,2005,0
47091,2006,0
47091,2007,4
47091,2008,1
47091,2009,0
47091,2010,0
47091,2011,2
47091,2012,0
47091,2013,0
47091,2014,0
47091,2015,0
47091,2016,0
47091,2017,1
47091,2018,1
47091,2019,0
47091,2020,0
47091,2021,0
47093,2000,0
47093,2001,0
47093,2002,1
47093,2003,0
47093,2004,0
47093,2005,0
47093,2006,0
47093,2007,0
47093,2008,0
47093,2009,0
47093,2010,0
47093,2011,1
47093,2012,0
47093,2013,1
47093,2014,1
47093,2015,1
47093,2016,0
47093,2017,1
47093,2018,0
47093,2019,0
47093,2020,0
47093,2021,1
47095,2000,0
47095,2001,0
47095,2002,0
47095,2003,0
47095,2004,0
47095,2005,0
47095,2006,1
47095,2007,0
47095,2008,0
47095,2009,0
47095,2010,0
47095,2011,0
47095,2012,0
47095,2013,0
47095,2014,0
47095,2015,0
47095,2016,0
47095,2017,0
47095,2018,0
47095,2019,0
47095,2020,0
47095,2021,0
47097,2000,0
47097,2001,0
47097,2002,2
47097,2003,0
47097,2004,0
47097,2005,3
47097,2006,0
47097,2007,1
47097,2008,0
47097,2009,0
47097,2010,0
47097,2011,0
47097,2012,1
47097,2013,0
47097,2014,0
47097,2015,0
47097,2016,0
47097,2017,1
47097,2018,1
47097,2019,0
47097,2020,0
47097,2021,0
47099,2000,0
47099,2001,0
47099,2002,0
47099,2003,0
47099,2004,0
47099,2005,0
47099,2006,0
47099,2007,0
47099,2008,0
47099,2009,0
47099,2010,0
47099,2011,0
47099,2012,1
47099,2013,0
47099,2014,0
47099,2015,0
47099,2016,0
47099,2017,0
47099,2018,0
47099,2019,0
47099,2020,0
47099,2021,0
47101,2000,0
47101,2001,0
47101,2002,0
47101,2003,0
47101,2004,0
47101,2005,0
47101,2006,0
47101,2007,0
47101,2008,0
47101,2009,0
47101,2010,0
47101,2011,1
47101,2012,1
47101,2013,1
47101,2014,0
47101,2015,0
47101,2016,0
47101,2017,1
47101,2018,0
47101,2019,0
47101,2020,0
47101,2021,0
47103,2000,0
47103,2001,0
47103,2002,1
47103,2003,2
47103,2004,0
47103,2005,0
47103,2006,0
47103,2007,0
47103,2008,0
47103,2009,0
47103,2010,0
47103,2011,0
47103,2012,1
47103,2013,0
47103,2014,0
47103,2015,0
47103,2016,2
47103,2017,3
47103,2018,0
47103,2019,0
47103,2020,0
47103,2021,0
47105,2000,0
47105,2001,0
47105,2002,1
47105,2003,1
47105,2004,0
47105,2005,0
47105,2006,0
47105,2007,0
47105,2008,0
47105,2009,1
47105,2010,0
47105,2011,1
47105,2012,1
47105,2013,0
47105,2014,1
47105,2015,1
47105,2016,0
47105,2017,1
47105,2018,1
47105,2019,0
47105,2020,0
47105,2021,0
47107,2000,0
47107,2001,0
47107,2002,0
47107,2003,0
47107,2004,0
47107,2005,0
47107,2006,0
47107,2007,0
47107,2008,0
47107,2009,0
47107,2010,0
47107,2011,0
47107,2012,0
47107,2013,0
47107,2014,1
47107,2015,0
47107,2016,0
47107,2017,1
47107,2018,1
47107,2019,0
47107,2020,0
47107,2021,0
47109,2000,0
47109,2001,0
47109,2002,0
47109,2003,0
47109,2004,0
47109,2005,0
47109,2006,2
47109,2007,0
47109,2008,0
47109,2009,0
47109,2010,0
47109,2011,0
47109,2012,1
47109,2013,0
47109,2014,0
47109,2015,0
47109,2016,0
47109,2017,0
47109,2018,0
47109,2019,0
47109,2020,0
47109,2021,0
47111,2000,0
47111,2001,0
47111,2002,2
47111,2003,0
47111,2004,0
47111,2005,0
47111,2006,0
47111,2007,0
47111,2008,0
47111,2009,0
47111,2010,0
47111,2011,0
47111,2012,0
47111,2013,0
47111,2014,0
47111,2015,0
47111,2016,2
47111,2017,1
47111,2018,0
47111,2019,0
47111,2020,0
47111,2021,1
47113,2000,0
47113,2001,0
47113,2002,3
47113,2003,0
47113,2004,1
47113,2005,3
47113,2006,1
47113,2007,0
47113,2008,0
47113,2009,0
47113,2010,0
47113,2011,0
47113,2012,2
47113,2013,1
47113,2014,0
47113,2015,0
47113,2016,1
47113,2017,0
47113,2018,0
47113,2019,1
47113,2020,0
47113,2021,0
47115,2000,0
47115,2001,0
47115,2002,0
47115,2003,2
47115,2004,0
47115,2005,1
47115,2006,1
47115,2007,0
47115,2008,1
47115,2009,0
47115,2010,0
47115,2011,0
47115,2012,2
47115,2013,0
47115,2014,1
47115,2015,0
47115,2016,0
47115,2017,4
47115,2018,2
47115,2019,0
47115,2020,0
47115,2021,0
47117,2000,0
47117,2001,0
47117,2002,1
47117,2003,4
47117,2004,0
47117,2005,0
47117,2006,1
47117,2007,1
47117,2008,0
47117,2009,0
47117,2010,0
47117,2011,0
47117,2012,0
47117,2013,2
47117,2014,1
47117,2015,1
47117,2016,0
47117,2017,1
47117,2018,0
47117,2019,0
47117,2020,0
47117,2021,0
47119,2000,0
47119,2001,0
47119,2002,0
47119,2003,1
47119,2004,0
47119,2005,0
47119,2006,0
47119,2007,0
47119,2008,0
47119,2009,0
47119,2010,0
47119,2011,1
47119,2012,1
47119,2013,1
47119,2014,0
47119,2015,0
47119,2016,0
47119,2017,1
47119,2018,0
47119,2019,0
47119,2020,0
47119,2021,0
47121,2000,0
47121,2001,0
47121,2002,0
47121,2003,2
47121,2004,0
47121,2005,1
47121,2006,0
47121,2007,0
47121,2008,1
47121,2009,0
47121,2010,0
47121,2011,0
47121,2012,2
47121,2013,0
47121,2014,2
47121,2015,0
47121,2016,0
47121,2017,4
47121,2018,2
47121,2019,0
47121,2020,0
47121,2021,0
47123,2000,0
47123,2001,0
47123,2002,0
47123,2003,0
47123,2004,0
47123,2005,0
47123,2006,0
47123,2007,0
47123,2008,0
47123,2009,0
47123,2010,0
47123,2011,1
47123,2012,0
47123,2013,0
47123,2014,0
47123,2015,1
47123,2016,0
47123,2017,0
47123,2018,0
47123,2019,0
47123,2020,0
47123,2021,0
47125,2000,0
47125,2001,0
47125,2002,0
47125,2003,0
47125,2004,0
47125,2005,0
47125,2006,3
47125,2007,0
47125,2008,0
47125,2009,0
47125,2010,0
47125,2011,1
47125,2012,0
47125,2013,0
47125,2014,0
47125,2015,0
47125,2016,0
47125,2017,0
47125,2018,0
47125,2019,0
47125,2020,0
47125,2021,0
47127,2000,0
47127,2001,0
47127,2002,0
47127,2003,2
47127,2004,0
47127,2005,0
47127,2006,0
47127,2007,0
47127,2008,0
47127,2009,0
47127,2010,0
47127,2011,0
47127,2012,0
47127,2013,0
47127,2014,1
47127,2015,0
47127,2016,0
47127,2017,1
47127,2018,0
47127,2019,0
47127,2020,0
47127,2021,0
47129,2000,0
47129,2001,0
47129,2002,0
47129,2003,0
47129,2004,0
47129,2005,0
47129,2006,0
47129,2007,0
47129,2008,0
47129,2009,0
47129,2010,0
47129,2011,0
47129,2012,0
47129,2013,0
47129,2014,1
47129,2015,0
47129,2016,0
47129,2017,0
47129,2018,1
47129,2019,0
47129,2020,0
47129,2021,0
47131,2000,0
47131,2001,0
47131,2002,3
47131,2003,0
47131,2004,1
47131,2005,0
47131,2006,2
47131,2007,0
47131,2008,0
47131,2009,0
47131,2010,0
47131,2011,0
47131,2012,0
47131,2013,1
47131,2014,0
47131,2015,0
47131,2016,0
47131,2017,0
47131,2018,0
47131,2019,1
47131,2020,0
47131,2021,0
47133,2000,0
47133,2001,0
47133,2002,1
47133,2003,0
47133,2004,0
47133,2005,0
47133,2006,0
47133,2007,0
47133,2008,0
47133,2009,0
47133,2010,0
47133,2011,0
47133,2012,0
47133,2013,1
47133,2014,0
47133,2015,0
47133,2016,0
47133,2017,0
47133,2018,0
47133,2019,0
47133,2020,0
47133,2021,0
47135,2000,0
47135,2001,0
47135,2002,0
47135,2003,0
47135,2004,0
47135,2005,0
47135,2006,0
47135,2007,0
47135,2008,0
47135,2009,0
47135,2010,0
47135,2011,0
47135,2012,1
47135,2013,1
47135,2014,0
47135,2015,0
47135,2016,0
47135,2017,0
47135,2018,0
47135,2019,0
47135,2020,0
47135,2021,0
47137,2000,0
47137,2001,0
47137,2002,0
47137,2003,0
47137,2004,0
47137,2005,0
47137,2006,0
47137,2007,0
47137,2008,0
47137,2009,0
47137,2010,0
47137,2011,0
47137,2012,0
47137,2013,0
47137,2014,0
47137,2015,0
47137,2016,0
47137,2017,0
47137,2018,0
47137,2019,0
47137,2020,0
47137,2021,0
47139,2000,0
47139,2001,0
47139,2002,0
47139,2003,0
47139,2004,0
47139,2005,0
47139,2006,0
47139,2007,0
47139,2008,0
47139,2009,0
47139,2010,0
47139,2011,0
47139,2012,0
47139,2013,0
47139,2014,0
47139,2015,0
47139,2016,0
47139,2017,0
47139,2018,1
47139,2019,0
47139,2020,0
47139,2021,0
47141,2000,0
47141,2001,0
47141,2002,0
47141,2003,0
47141,2004,0
47141,2005,0
47141,2006,0
47141,2007,0
47141,2008,0
47141,2009,0
47141,2010,0
47141,2011,0
47141,2012,0
47141,2013,0
47141,2014,0
47141,2015,0
47141,2016,0
47141,2017,0
47141,2018,1
47141,2019,0
47141,2020,0
47141,2021,0
47143,2000,0
47143,2001,0
47143,2002,0
47143,2003,2
47143,2004,0
47143,2005,1
47143,2006,0
47143,2007,0
47143,2008,1
47143,2009,0
47143,2010,0
47143,2011,0
47143,2012,2
47143,2013,0
47143,2014,2
47143,2015,0
47143,2016,0
47143,2017,5
47143,2018,3
47143,2019,0
47143,2020,0
47143,2021,0
47145,2000,0
47145,2001,0
47145,2002,1
47145,2003,1
47145,2004,0
47145,2005,0
47145,2006,0
47145,2007,0
47145,2008,0
47145,2009,2
47145,2010,0
47145,2011,0
47145,2012,1
47145,2013,0
47145,2014,0
47145,2015,0
47145,2016,0
47145,2017,2
47145,2018,1
47145,2019,0
47145,2020,0
47145,2021,0
47147,2000,0
47147,2001,0
47147,2002,4
47147,2003,1
47147,2004,0
47147,2005,0
47147,2006,2
47147,2007,0
47147,2008,1
47147,2009,1
47147,2010,0
47147,2011,0
47147,2012,1
47147,2013,3
47147,2014,0
47147,2015,2
47147,2016,1
47147,2017,4
47147,2018,1
47147,2019,1
47147,2020,0
47147,2021,1
47149,2000,0
47149,2001,0
47149,2002,1
47149,2003,4
47149,2004,0
47149,2005,0
47149,2006,1
47149,2007,0
47149,2008,2
47149,2009,0
47149,2010,0
47149,2011,0
47149,2012,1
47149,2013,3
47149,2014,0
47149,2015,2
47149,2016,0
47149,2017,5
47149,2018,1
47149,2019,1
47149,2020,0
47149,2021,0
47151,2000,0
47151,2001,0
47151,2002,1
47151,2003,0
47151,2004,0
47151,2005,0
47151,2006,0
47151,2007,0
47151,2008,0
47151,2009,1
47151,2010,0
47151,2011,0
47151,2012,0
47151,2013,0
47151,2014,0
47151,2015,0
47151,2016,0
47151,2017,0
47151,2018,0
47151,2019,0
47151,2020,0
47151,2021,0
47153,2000,0
47153,2001,0
47153,2002,0
47153,2003,2
47153,2004,0
47153,2005,1
47153,2006,0
47153,2007,0
47153,2008,1
47153,2009,0
47153,2010,0
47153,2011,0
47153,2012,2
47153,2013,0
47153,2014,1
47153,2015,0
47153,2016,0
47153,2017,4
47153,2018,2
47153,2019,0
47153,2020,0
47153,2021,0
47155,2000,0
47155,2001,0
47155,2002,1
47155,2003,1
47155,2004,0
47155,2005,0
47155,2006,0
47155,2007,0
47155,2008,1
47155,2009,1
47155,2010,0
47155,2011,1
47155,2012,1
47155,2013,0
47155,2014,0
47155,2015,1
47155,2016,0
47155,2017,1
47155,2018,0
47155,2019,1
47155,2020,0
47155,2021,1
47157,2000,0
47157,2001,0
47157,2002,4
47157,2003,0
47157,2004,0
47157,2005,2
47157,2006,1
47157,2007,1
47157,2008,1
47157,2009,2
47157,2010,0
47157,2011,0
47157,2012,2
47157,2013,2
47157,2014,2
47157,2015,2
47157,2016,0
47157,2017,3
47157,2018,2
47157,2019,0
47157,2020,0
47157,2021,0
47159,2000,0
47159,2001,0
47159,2002,1
47159,2003,0
47159,2004,0
47159,2005,0
47159,2006,0
47159,2007,0
47159,2008,1
47159,2009,0
47159,2010,0
47159,2011,0
47159,2012,0
47159,2013,1
47159,2014,0
47159,2015,0
47159,2016,0
47159,2017,1
47159,2018,0
47159,2019,0
47159,2020,0
47159,2021,0
47161,2000,0
47161,2001,0
47161,2002,0
47161,2003,0
47161,2004,0
47161,2005,0
47161,2006,4
47161,2007,0
47161,2008,0
47161,2009,1
47161,2010,0
47161,2011,0
47161,2012,0
47161,2013,0
47161,2014,0
47161,2015,0
47161,2016,0
47161,2017,0
47161,2018,0
47161,2019,0
47161,2020,0
47161,2021,0
47163,2000,0
47163,2001,0
47163,2002,1
47163,2003,2
47163,2004,0
47163,2005,0
47163,2006,0
47163,2007,1
47163,2008,0
47163,2009,0
47163,2010,0
47163,2011,2
47163,2012,1
47163,2013,0
47163,2014,1
47163,2015,0
47163,2016,0
47163,2017,1
47163,2018,1
47163,2019,0
47163,2020,0
47163,2021,0
47165,2000,0
47165,2001,0
47165,2002,2
47165,2003,1
47165,2004,0
47165,2005,0
47165,2006,1
47165,2007,0
47165,2008,2
47165,2009,0
47165,2010,0
47165,2011,1
47165,2012,1
47165,2013,3
47165,2014,0
47165,2015,2
47165,2016,0
47165,2017,4
47165,2018,1
47165,2019,1
47165,2020,0
47165,2021,0
47167,2000,0
47167,2001,0
47167,2002,37
47167,2003,8
47167,2004,11
47167,2005,11
47167,2006,10
47167,2007,2
47167,2008,9
47167,2009,1
47167,2010,2
47167,2011,11
47167,2012,9
47167,2013,8
47167,2014,9
47167,2015,3
47167,2016,1
47167,2017,5
47167,2018,4
47167,2019,1
47167,2020,0
47167,2021,2
47169,2000,0
47169,2001,0
47169,2002,1
47169,2003,0
47169,2004,0
47169,2005,0
47169,2006,0
47169,2007,0
47169,2008,1
47169,2009,0
47169,2010,0
47169,2011,0
47169,2012,0
47169,2013,0
47169,2014,0
47169,2015,0
47169,2016,1
47169,2017,2
47169,2018,0
47169,2019,0
47169,2020,0
47169,2021,0
47171,2000,0
47171,2001,0
47171,2002,0
47171,2003,2
47171,2004,1
47171,2005,1
47171,2006,0
47171,2007,1
47171,2008,0
47171,2009,0
47171,2010,0
47171,2011,2
47171,2012,2
47171,2013,0
47171,2014,1
47171,2015,0
47171,2016,0
47171,2017,1
47171,2018,1
47171,2019,0
47171,2020,0
47171,2021,0
47173,2000,0
47173,2001,0
47173,2002,2
47173,2003,1
47173,2004,0
47173,2005,0
47173,2006,0
47173,2007,0
47173,2008,0
47173,2009,1
47173,2010,0
47173,2011,0
47173,2012,1
47173,2013,0
47173,2014,0
47173,2015,0
47173,2016,0
47173,2017,1
47173,2018,0
47173,2019,0
47173,2020,0
47173,2021,0
47175,2000,0
47175,2001,0
47175,2002,0
47175,2003,0
47175,2004,0
47175,2005,0
47175,2006,0
47175,2007,0
47175,2008,0
47175,2009,0
47175,2010,0
47175,2011,0
47175,2012,0
47175,2013,0
47175,2014,0
47175,2015,0
47175,2016,0
47175,2017,0
47175,2018,1
47175,2019,0
47175,2020,0
47175,2021,0
47177,2000,0
47177,2001,0
47177,2002,0
47177,2003,0
47177,2004,0
47177,2005,0
47177,2006,0
47177,2007,0
47177,2008,0
47177,2009,0
47177,2010,0
47177,2011,0
47177,2012,0
47177,2013,0
47177,2014,0
47177,2015,0
47177,2016,0
47177,2017,0
47177,2018,0
47177,2019,0
47177,2020,0
47177,2021,0
47179,2000,0
47179,2001,0
47179,2002,0
47179,2003,4
47179,2004,1
47179,2005,1
47179,2006,0
47179,2007,3
47179,2008,0
47179,2009,0
47179,2010,0
47179,2011,2
47179,2012,3
47179,2013,0
47179,2014,0
47179,2015,0
47179,2016,0
47179,2017,1
47179,2018,0
47179,2019,0
47179,2020,0
47179,2021,0
47181,2000,0
47181,2001,0
47181,2002,0
47181,2003,0
47181,2004,0
47181,2005,0
47181,2006,0
47181,2007,0
47181,2008,0
47181,2009,0
47181,2010,0
47181,2011,1
47181,2012,1
47181,2013,0
47181,2014,0
47181,2015,0
47181,2016,0
47181,2017,1
47181,2018,0
47181,2019,0
47181,2020,0
47181,2021,0
47183,2000,0
47183,2001,0
47183,2002,2
47183,2003,0
47183,2004,1
47183,2005,0
47183,2006,2
47183,2007,0
47183,2008,0
47183,2009,0
47183,2010,0
47183,2011,0
47183,2012,0
47183,2013,1
47183,2014,0
47183,2015,0
47183,2016,0
47183,2017,0
47183,2018,0
47183,2019,1
47183,2020,0
47183,2021,0
47185,2000,0
47185,2001,0
47185,2002,1
47185,2003,0
47185,2004,0
47185,2005,0
47185,2006,0
47185,2007,0
47185,2008,0
47185,2009,0
47185,2010,0
47185,2011,0
47185,2012,0
47185,2013,1
47185,2014,0
47185,2015,0
47185,2016,0
47185,2017,0
47185,2018,1
47185,2019,0
47185,2020,0
47185,2021,0
47187,2000,0
47187,2001,0
47187,2002,2
47187,2003,2
47187,2004,0
47187,2005,0
47187,2006,2
47187,2007,1
47187,2008,1
47187,2009,0
47187,2010,0
47187,2011,0
47187,2012,2
47187,2013,6
47187,2014,0
47187,2015,3
47187,2016,0
47187,2017,3
47187,2018,1
47187,2019,1
47187,2020,0
47187,2021,0
47189,2000,0
47189,2001,0
47189,2002,3
47189,2003,2
47189,2004,0
47189,2005,0
47189,2006,2
47189,2007,1
47189,2008,1
47189,2009,0
47189,2010,0
47189,2011,0
47189,2012,1
47189,2013,5
47189,2014,0
47189,2015,3
47189,2016,1
47189,2017,4
47189,2018,1
47189,2019,1
47189,2020,0
47189,2021,0
48001,2000,0
48001,2001,0
48001,2002,0
48001,2003,1
48001,2004,1
48001,2005,3
48001,2006,2
48001,2007,1
48001,2008,0
48001,2009,0
48001,2010,0
48001,2011,0
48001,2012,4
48001,2013,0
48001,2014,2
48001,2015,2
48001,2016,6
48001,2017,0
48001,2018,0
48001,2019,0
48001,2020,0
48001,2021,0
48003,2000,0
48003,2001,0
48003,2002,0
48003,2003,11
48003,2004,3
48003,2005,1
48003,2006,0
48003,2007,3
48003,2008,0
48003,2009,1
48003,2010,0
48003,2011,0
48003,2012,12
48003,2013,10
48003,2014,7
48003,2015,1
48003,2016,2
48003,2017,0
48003,2018,2
48003,2019,2
48003,2020,0
48003,2021,0
48005,2000,0
48005,2001,0
48005,2002,3
48005,2003,2
48005,2004,1
48005,2005,1
48005,2006,0
48005,2007,1
48005,2008,0
48005,2009,1
48005,2010,0
48005,2011,0
48005,2012,4
48005,2013,0
48005,2014,1
48005,2015,1
48005,2016,5
48005,2017,0
48005,2018,1
48005,2019,0
48005,2020,0
48005,2021,0
48007,2000,0
48007,2001,0
48007,2002,2
48007,2003,8
48007,2004,0
48007,2005,0
48007,2006,12
48007,2007,3
48007,2008,0
48007,2009,1
48007,2010,0
48007,2011,0
48007,2012,5
48007,2013,1
48007,2014,2
48007,2015,1
48007,2016,5
48007,2017,2
48007,2018,0
48007,2019,0
48007,2020,0
48007,2021,2
48009,2000,0
48009,2001,0
48009,2002,0
48009,2003,6
48009,2004,0
48009,2005,0
48009,2006,1
48009,2007,2
48009,2008,1
48009,2009,0
48009,2010,0
48009,2011,0
48009,2012,1
48009,2013,2
48009,2014,4
48009,2015,8
48009,2016,0
48009,2017,0
48009,2018,0
48009,2019,0
48009,2020,0
48009,2021,0
48011,2000,0
48011,2001,0
48011,2002,4
48011,2003,29
48011,2004,2
48011,2005,3
48011,2006,2
48011,2007,3
48011,2008,0
48011,2009,2
48011,2010,3
48011,2011,0
48011,2012,12
48011,2013,9
48011,2014,21
48011,2015,15
48011,2016,0
48011,2017,2
48011,2018,1
48011,2019,1
48011,2020,1
48011,2021,5
48013,2000,0
48013,2001,0
48013,2002,0
48013,2003,7
48013,2004,1
48013,2005,1
48013,2006,0
48013,2007,17
48013,2008,1
48013,2009,0
48013,2010,0
48013,2011,0
48013,2012,19
48013,2013,0
48013,2014,4
48013,2015,1
48013,2016,3
48013,2017,4
48013,2018,1
48013,2019,0
48013,2020,0
48013,2021,1
48015,2000,0
48015,2001,0
48015,2002,1
48015,2003,3
48015,2004,1
48015,2005,3
48015,2006,1
48015,2007,3
48015,2008,0
48015,2009,0
48015,2010,1
48015,2011,0
48015,2012,11
48015,2013,2
48015,2014,2
48015,2015,2
48015,2016,6
48015,2017,0
48015,2018,3
48015,2019,0
48015,2020,1
48015,2021,3
48017,2000,0
48017,2001,0
48017,2002,0
48017,2003,19
48017,2004,6
48017,2005,1
48017,2006,2
48017,2007,2
48017,2008,0
48017,2009,4
48017,2010,6
48017,2011,0
48017,2012,1
48017,2013,8
48017,2014,4
48017,2015,0
48017,2016,2
48017,2017,1
48017,2018,0
48017,2019,0
48017,2020,1
48017,2021,4
48019,2000,0
48019,2001,0
48019,2002,0
48019,2003,7
48019,2004,1
48019,2005,1
48019,2006,0
48019,2007,17
48019,2008,0
48019,2009,0
48019,2010,0
48019,2011,0
48019,2012,19
48019,2013,0
48019,2014,6
48019,2015,2
48019,2016,2
48019,2017,3
48019,2018,1
48019,2019,0
48019,2020,1
48019,2021,2
48021,2000,0
48021,2001,0
48021,2002,2
48021,2003,14
48021,2004,3
48021,2005,4
48021,2006,1
48021,2007,6
48021,2008,2
48021,2009,0
48021,2010,0
48021,2011,0
48021,2012,72
48021,2013,0
48021,2014,5
48021,2015,0
48021,2016,2
48021,2017,1
48021,2018,3
48021,2019,0
48021,2020,7
48021,2021,3
48023,2000,0
48023,2001,0
48023,2002,1
48023,2003,5
48023,2004,0
48023,2005,0
48023,2006,0
48023,2007,1
48023,2008,1
48023,2009,2
48023,2010,1
48023,2011,0
48023,2012,1
48023,2013,3
48023,2014,4
48023,2015,3
48023,2016,1
48023,2017,0
48023,2018,1
48023,2019,0
48023,2020,0
48023,2021,0
48025,2000,0
48025,2001,0
48025,2002,0
48025,2003,2
48025,2004,0
48025,2005,0
48025,2006,2
48025,2007,0
48025,2008,0
48025,2009,1
48025,2010,0
48025,2011,0
48025,2012,0
48025,2013,0
48025,2014,0
48025,2015,0
48025,2016,0
48025,2017,3
48025,2018,0
48025,2019,0
48025,2020,0
48025,2021,0
48027,2000,0
48027,2001,0
48027,2002,4
48027,2003,3
48027,2004,0
48027,2005,2
48027,2006,4
48027,2007,2
48027,2008,0
48027,2009,0
48027,2010,0
48027,2011,0
48027,2012,46
48027,2013,0
48027,2014,2
48027,2015,0
48027,2016,7
48027,2017,1
48027,2018,0
48027,2019,0
48027,2020,4
48027,2021,0
48029,2000,0
48029,2001,0
48029,2002,0
48029,2003,0
48029,2004,0
48029,2005,1
48029,2006,0
48029,2007,0
48029,2008,0
48029,2009,0
48029,2010,0
48029,2011,0
48029,2012,2
48029,2013,1
48029,2014,2
48029,2015,1
48029,2016,1
48029,2017,0
48029,2018,0
48029,2019,0
48029,2020,0
48029,2021,1
48031,2000,0
48031,2001,0
48031,2002,1
48031,2003,13
48031,2004,3
48031,2005,4
48031,2006,1
48031,2007,6
48031,2008,2
48031,2009,0
48031,2010,0
48031,2011,0
48031,2012,65
48031,2013,0
48031,2014,6
48031,2015,1
48031,2016,0
48031,2017,0
48031,2018,3
48031,2019,0
48031,2020,4
48031,2021,4
48033,2000,0
48033,2001,0
48033,2002,0
48033,2003,0
48033,2004,1
48033,2005,1
48033,2006,1
48033,2007,1
48033,2008,0
48033,2009,1
48033,2010,2
48033,2011,0
48033,2012,4
48033,2013,4
48033,2014,1
48033,2015,3
48033,2016,1
48033,2017,0
48033,2018,0
48033,2019,0
48033,2020,0
48033,2021,0
48035,2000,0
48035,2001,0
48035,2002,5
48035,2003,5
48035,2004,0
48035,2005,2
48035,2006,5
48035,2007,1
48035,2008,0
48035,2009,1
48035,2010,0
48035,2011,0
48035,2012,38
48035,2013,1
48035,2014,1
48035,2015,3
48035,2016,9
48035,2017,0
48035,2018,2
48035,2019,0
48035,2020,2
48035,2021,0
48037,2000,0
48037,2001,0
48037,2002,0
48037,2003,4
48037,2004,0
48037,2005,0
48037,2006,0
48037,2007,1
48037,2008,0
48037,2009,1
48037,2010,0
48037,2011,0
48037,2012,4
48037,2013,0
48037,2014,2
48037,2015,1
48037,2016,4
48037,2017,0
48037,2018,0
48037,2019,0
48037,2020,1
48037,2021,0
48039,2000,0
48039,2001,0
48039,2002,107
48039,2003,45
48039,2004,29
48039,2005,30
48039,2006,39
48039,2007,20
48039,2008,1
48039,2009,12
48039,2010,23
48039,2011,14
48039,2012,65
48039,2013,8
48039,2014,106
48039,2015,29
48039,2016,27
48039,2017,14
48039,2018,35
48039,2019,2
48039,2020,1
48039,2021,7
48041,2000,0
48041,2001,0
48041,2002,0
48041,2003,1
48041,2004,1
48041,2005,0
48041,2006,0
48041,2007,0
48041,2008,0
48041,2009,0
48041,2010,0
48041,2011,0
48041,2012,5
48041,2013,0
48041,2014,3
48041,2015,0
48041,2016,2
48041,2017,0
48041,2018,0
48041,2019,0
48041,2020,0
48041,2021,0
48043,2000,0
48043,2001,0
48043,2002,0
48043,2003,0
48043,2004,2
48043,2005,0
48043,2006,0
48043,2007,0
48043,2008,0
48043,2009,0
48043,2010,0
48043,2011,0
48043,2012,0
48043,2013,0
48043,2014,0
48043,2015,0
48043,2016,2
48043,2017,0
48043,2018,0
48043,2019,0
48043,2020,0
48043,2021,0
48045,2000,0
48045,2001,0
48045,2002,1
48045,2003,9
48045,2004,2
48045,2005,1
48045,2006,2
48045,2007,0
48045,2008,0
48045,2009,1
48045,2010,0
48045,2011,0
48045,2012,0
48045,2013,1
48045,2014,2
48045,2015,7
48045,2016,0
48045,2017,1
48045,2018,0
48045,2019,0
48045,2020,0
48045,2021,0
48047,2000,0
48047,2001,0
48047,2002,1
48047,2003,14
48047,2004,1
48047,2005,0
48047,2006,2
48047,2007,4
48047,2008,0
48047,2009,0
48047,2010,0
48047,2011,0
48047,2012,2
48047,2013,2
48047,2014,4
48047,2015,3
48047,2016,0
48047,2017,0
48047,2018,2
48047,2019,0
48047,2020,6
48047,2021,0
48049,2000,0
48049,2001,0
48049,2002,1
48049,2003,2
48049,2004,0
48049,2005,1
48049,2006,1
48049,2007,0
48049,2008,0
48049,2009,0
48049,2010,0
48049,2011,0
48049,2012,0
48049,2013,0
48049,2014,0
48049,2015,1
48049,2016,2
48049,2017,0
48049,2018,0
48049,2019,0
48049,2020,0
48049,2021,0
48051,2000,0
48051,2001,0
48051,2002,0
48051,2003,6
48051,2004,2
48051,2005,1
48051,2006,7
48051,2007,2
48051,2008,4
48051,2009,0
48051,2010,0
48051,2011,0
48051,2012,12
48051,2013,0
48051,2014,2
48051,2015,0
48051,2016,0
48051,2017,0
48051,2018,1
48051,2019,0
48051,2020,1
48051,2021,0
48053,2000,0
48053,2001,0
48053,2002,1
48053,2003,13
48053,2004,3
48053,2005,5
48053,2006,1
48053,2007,7
48053,2008,2
48053,2009,0
48053,2010,0
48053,2011,0
48053,2012,79
48053,2013,0
48053,2014,5
48053,2015,0
48053,2016,4
48053,2017,1
48053,2018,3
48053,2019,0
48053,2020,8
48053,2021,3
48055,2000,0
48055,2001,0
48055,2002,1
48055,2003,12
48055,2004,3
48055,2005,5
48055,2006,1
48055,2007,6
48055,2008,2
48055,2009,0
48055,2010,0
48055,2011,0
48055,2012,70
48055,2013,1
48055,2014,4
48055,2015,3
